Period,Dimension,Org_Level,Org_Code,Org_Geog_Code,Org_Name,Measure,Measure_Description,Count_Of,Value
October 2018,PreviousLiveBirthsGroup,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,5+,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,No previous live births,,Women,*
October 2018,SkinToSkinContact1HourTerm,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,SkinToSkinContact1HourTerm,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,N,No,Women,85
October 2018,SkinToSkinContact1HourTerm,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Y,Yes,Women,320
October 2018,SmokingStatusGroupBooking,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,SmokingStatusGroupBooking,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Non-Smoker / Ex-Smoker,,Women,*
October 2018,SmokingStatusGroupBooking,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Smoker,,Women,*
October 2018,SmokingStatusGroupBooking,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Unknown,,Women,*
October 2018,Submission_Orgs,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Submitted,,Organisations,1
October 2018,Submission_Orgs,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Submitted_births_in_month,,Organisations,1
October 2018,Submission_Orgs,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,Submitted_traumas_in_month,,Organisations,1
October 2018,TotalBabies,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,,,Babies,435
October 2018,TotalDeliveries,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,,,Women,430
October 2018,TotalMothers,Provider,RAE,,Bradford Teaching Hospitals NHS Foundation Trust,,,Women,5
October 2018,AgeAtBookingMotherAverage,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,,,Average over women,*
October 2018,AgeAtBookingMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,20 to 24,,Women,*
October 2018,AgeAtBookingMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,25 to 29,,Women,*
October 2018,AgeAtBookingMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,30 to 34,,Women,*
October 2018,AgeAtBookingMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,35 to 39,,Women,*
October 2018,AgeAtBookingMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,40 to 44,,Women,*
October 2018,AgeAtBookingMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,45 or Over,,Women,*
October 2018,AgeAtBookingMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Under 20,,Women,*
October 2018,AgeAtBookingMotherGroup20,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,19-,,Women,*
October 2018,AgeAtBookingMotherGroup20,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,20+,,Women,*
October 2018,ApgarScore5TermGroup7,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,0 to 6,,Babies,*
October 2018,ApgarScore5TermGroup7,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,7 to 10,,Babies,*
October 2018,ApgarScore5TermGroup7,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BabyFirstFeedBreastMilkStatus,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Maternal or Donor Breast Milk,,Babies,*
October 2018,BabyFirstFeedBreastMilkStatus,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BabyFirstFeedBreastMilkStatus,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Not Breast Milk,,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"1,500g to 1,999g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"2,000g to 2,499g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"2,500g to 2,999g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"3,000g to 3,499g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"3,500g to 3,999g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"4,000g to 4,499g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"4,500g to 4,999g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"5,000g and over",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"Under 1,500g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Unknown,,Babies,*
October 2018,BirthweightTermGroup2500,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"2,500g and over",,Babies,*
October 2018,BirthweightTermGroup2500,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BirthweightTermGroup2500,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"Under 2,500g",,Babies,*
October 2018,BirthweightTermGroup2500,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Unknown,,Babies,*
October 2018,BMI,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value,,Women,*
October 2018,BMI,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Normal,,Women,*
October 2018,BMI,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Obese,,Women,*
October 2018,BMI,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Overweight,,Women,*
October 2018,BMI,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Underweight,,Women,*
October 2018,CigarettesPerDayAverage,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,,,Average over women,*
October 2018,ComplexSocialFactorsInd,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value,Missing Value,Women,*
October 2018,ComplexSocialFactorsInd,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,N,No,Women,*
October 2018,ComplexSocialFactorsInd,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Value outside reporting parameters,Value outside reporting parameters,Women,*
October 2018,ComplexSocialFactorsInd,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Y,Yes,Women,*
October 2018,DeliveryMethodBabyGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Elective caesarean section,,Babies,*
October 2018,DeliveryMethodBabyGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Emergency caesarean section,,Babies,*
October 2018,DeliveryMethodBabyGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Instrumental,,Babies,*
October 2018,DeliveryMethodBabyGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,DeliveryMethodBabyGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Other,,Babies,*
October 2018,DeliveryMethodBabyGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Spontaneous,,Babies,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,01 - Most deprived,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,02,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,03,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,04,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,05,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,06,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,07,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,08,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,09,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,10 - Least deprived,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing value / Value outside reporting parameters,,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,*
October 2018,DeprivationDecileAtBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Any other ethnic group,,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Asian or Asian British,,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Black or Black British,,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Mixed,,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Not known,,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Not Stated,,Women,*
October 2018,EthnicCategoryMotherGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,White,,Women,*
October 2018,GenitalTractTraumaticLesion,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Episiotomy,,Women,*
October 2018,GenitalTractTraumaticLesion,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Labial tear,,Women,*
October 2018,GenitalTractTraumaticLesion,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Other,,Women,*
October 2018,GenitalTractTraumaticLesion,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Perineal tear - first degree,,Women,*
October 2018,GenitalTractTraumaticLesion,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Perineal tear - second degree,,Women,*
October 2018,GenitalTractTraumaticLesion,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Perineal tear - third or fourth degree,,Women,*
October 2018,GenitalTractTraumaticLesion,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Vaginal wall tear,,Women,*
October 2018,GenitalTractTraumaticLesionGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,At least one trauma,,Women,*
October 2018,GenitalTractTraumaticLesionGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,GenitalTractTraumaticLesionGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,None,,Women,*
October 2018,GestAgeFormalAntenatalBookingGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,0 to 70 days,,Women,*
October 2018,GestAgeFormalAntenatalBookingGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,141+ days,,Women,*
October 2018,GestAgeFormalAntenatalBookingGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,71 to 90 days,,Women,*
October 2018,GestAgeFormalAntenatalBookingGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,91 to 140 days,,Women,*
October 2018,GestAgeFormalAntenatalBookingGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,27 weeks and under,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,28 to 31 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,32 to 33 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,34 to 36 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,37 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,38 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,39 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,40 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,41 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,42 weeks,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,43 weeks and over,,Babies,*
October 2018,GestationLengthBirth,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,GestationLengthBirthGroup37,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,< 37 weeks,,Babies,*
October 2018,GestationLengthBirthGroup37,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,>= 37 weeks,,Babies,*
October 2018,GestationLengthBirthGroup37,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,At a domestic address,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Consultant ward,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Consultant/GMP/midwife ward,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,GMP ward,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"Midwifery unit, co-located with consultant obstetric unit",,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"Midwifery unit, co-located with other non-obstetric consultant unit",,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"Midwifery unit, stand alone",,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"Midwifery unit, type not known",,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,None of the above,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Not known,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Other hospital or institution,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Private hospital,,Babies,*
October 2018,PlaceTypeActualDeliveryMidwifery,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Ward/unit without delivery facilities,,Babies,*
October 2018,PreviousCaesareanSectionsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,At least one Caesarean,,Women,*
October 2018,PreviousCaesareanSectionsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,"At least one Previous Birth, zero Caesareans",,Women,*
October 2018,PreviousCaesareanSectionsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,PreviousCaesareanSectionsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Zero Previous Births,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,1,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,2,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,3,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,4,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,5+,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,PreviousLiveBirthsGroup,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,No previous live births,,Women,*
October 2018,SkinToSkinContact1HourTerm,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,SkinToSkinContact1HourTerm,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,N,No,Women,*
October 2018,SkinToSkinContact1HourTerm,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Y,Yes,Women,*
October 2018,SmokingStatusGroupBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Missing Value / Value outside reporting parameters,,Women,*
October 2018,SmokingStatusGroupBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Non-Smoker / Ex-Smoker,,Women,*
October 2018,SmokingStatusGroupBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Smoker,,Women,*
October 2018,SmokingStatusGroupBooking,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Unknown,,Women,*
October 2018,Submission_Orgs,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Submitted,,Organisations,1
October 2018,Submission_Orgs,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Submitted_births_in_month,,Organisations,0
October 2018,Submission_Orgs,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,Submitted_traumas_in_month,,Organisations,0
October 2018,TotalBabies,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,,,Babies,*
October 2018,TotalDeliveries,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,,,Women,*
October 2018,TotalMothers,Provider,RY2,,Bridgewater Community Healthcare NHS Foundation Trust,,,Women,*
October 2018,AgeAtBookingMotherAverage,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,,,Average over women,31.4
October 2018,AgeAtBookingMotherGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,20 to 24,,Women,45
October 2018,AgeAtBookingMotherGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,25 to 29,,Women,120
October 2018,AgeAtBookingMotherGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,30 to 34,,Women,165
October 2018,AgeAtBookingMotherGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,35 to 39,,Women,115
October 2018,AgeAtBookingMotherGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,40 to 44,,Women,30
October 2018,AgeAtBookingMotherGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,45 or Over,,Women,*
October 2018,AgeAtBookingMotherGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Under 20,,Women,10
October 2018,AgeAtBookingMotherGroup20,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,19-,,Women,10
October 2018,AgeAtBookingMotherGroup20,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,20+,,Women,475
October 2018,ApgarScore5TermGroup7,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,0 to 6,,Babies,5
October 2018,ApgarScore5TermGroup7,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,7 to 10,,Babies,405
October 2018,ApgarScore5TermGroup7,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BabyFirstFeedBreastMilkStatus,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Maternal or Donor Breast Milk,,Babies,250
October 2018,BabyFirstFeedBreastMilkStatus,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing Value / Value outside reporting parameters,,Babies,5
October 2018,BabyFirstFeedBreastMilkStatus,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Not Breast Milk,,Babies,210
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"1,500g to 1,999g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"2,000g to 2,499g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"2,500g to 2,999g",,Babies,60
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"3,000g to 3,499g",,Babies,155
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"3,500g to 3,999g",,Babies,135
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"4,000g to 4,499g",,Babies,50
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"4,500g to 4,999g",,Babies,5
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"5,000g and over",,Babies,*
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"Under 1,500g",,Babies,*
October 2018,BirthweightTermGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Unknown,,Babies,*
October 2018,BirthweightTermGroup2500,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"2,500g and over",,Babies,410
October 2018,BirthweightTermGroup2500,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,BirthweightTermGroup2500,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,"Under 2,500g",,Babies,5
October 2018,BirthweightTermGroup2500,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Unknown,,Babies,*
October 2018,BMI,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing Value,,Women,15
October 2018,BMI,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Normal,,Women,255
October 2018,BMI,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Obese,,Women,80
October 2018,BMI,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Overweight,,Women,115
October 2018,BMI,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Underweight,,Women,15
October 2018,CigarettesPerDayAverage,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,,,Average over women,8.2
October 2018,ComplexSocialFactorsInd,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing Value,Missing Value,Women,*
October 2018,ComplexSocialFactorsInd,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,N,No,Women,440
October 2018,ComplexSocialFactorsInd,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Value outside reporting parameters,Value outside reporting parameters,Women,*
October 2018,ComplexSocialFactorsInd,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Y,Yes,Women,40
October 2018,DeliveryMethodBabyGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Elective caesarean section,,Babies,125
October 2018,DeliveryMethodBabyGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Emergency caesarean section,,Babies,10
October 2018,DeliveryMethodBabyGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Instrumental,,Babies,60
October 2018,DeliveryMethodBabyGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing Value / Value outside reporting parameters,,Babies,*
October 2018,DeliveryMethodBabyGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Other,,Babies,*
October 2018,DeliveryMethodBabyGroup,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Spontaneous,,Babies,270
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,01 - Most deprived,,Women,30
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,02,,Women,30
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,03,,Women,40
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,04,,Women,45
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,05,,Women,30
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,06,,Women,55
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,07,,Women,50
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,08,,Women,75
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,09,,Women,75
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,10 - Least deprived,,Women,60
October 2018,DeprivationDecileAtBooking,Provider,RXH,,Brighton and Sussex University Hospitals NHS Trust,Missing value / Value outside reporting parameters,,Women,*
