ReportingPeriodStartDate,ReportingPeriodEndDate,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Final_value
01/05/2019,31/05/2019,PCP_Antenatal,Local Maternity System,E54000018,Coventry and Warwickshire,,Women,850
01/05/2019,31/05/2019,PCP_Any_Pathways,Local Maternity System,E54000018,Coventry and Warwickshire,,Women,890
01/05/2019,31/05/2019,PCP_Birth,Local Maternity System,E54000018,Coventry and Warwickshire,,Women,30
01/05/2019,31/05/2019,PCP_Postpartum,Local Maternity System,E54000018,Coventry and Warwickshire,,Women,15
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000018,Coventry and Warwickshire,Home (private care),Babies,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000018,Coventry and Warwickshire,In transit (with NHS ambulance services),Babies,180
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000018,Coventry and Warwickshire,NHS Alongside midwifery unit,Babies,345
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000018,Coventry and Warwickshire,NHS Freestanding midwifery unit (FMU),Babies,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000018,Coventry and Warwickshire,NHS Obstetric unit (including theatre),Babies,210
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,At least one Caesarean,Women,85
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,"At least one Previous Birth, zero Caesareans",Women,295
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,Missing Value / Value outside reporting parameters,Women,25
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,Zero Previous Births,Women,620
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,1,Women,255
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,2,Women,90
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,3,Women,25
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,4,Women,10
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,5+,Women,10
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,Missing Value / Value outside reporting parameters,Women,95
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000018,Coventry and Warwickshire,No previous live births,Women,545
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,Local Maternity System,E54000018,Coventry and Warwickshire,Missing Value / Value outside reporting parameters,Babies,75
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,Local Maternity System,E54000018,Coventry and Warwickshire,N,Babies,170
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,Local Maternity System,E54000018,Coventry and Warwickshire,Y,Babies,495
01/05/2019,31/05/2019,TotalBabies,Local Maternity System,E54000018,Coventry and Warwickshire,,Babies,740
01/05/2019,31/05/2019,TotalBookings,Local Maternity System,E54000018,Coventry and Warwickshire,,Women,1015
01/05/2019,31/05/2019,TotalDeliveries,Local Maternity System,E54000018,Coventry and Warwickshire,,Women,725
01/05/2019,31/05/2019,AgeAtBookingMotherAvg,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Average over women,30
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,20 to 24,Women,90
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,25 to 29,Women,195
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,30 to 34,Women,220
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,35 to 39,Women,105
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,40 to 44,Women,25
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,45 or Over,Women,5
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Under 20,Women,25
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,Local Maternity System,E54000019,Herefordshire and Worcestershire,Maternal or Donor Breast Milk,Babies,310
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value / Value outside reporting parameters,Babies,25
01/05/2019,31/05/2019,BabyFirstFeedBreastMilkStatus,Local Maternity System,E54000019,Herefordshire and Worcestershire,Not Breast Milk,Babies,215
01/05/2019,31/05/2019,CCP_Antenatal,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,10
01/05/2019,31/05/2019,CCP_Any_Pathways,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,10
01/05/2019,31/05/2019,ComplexSocialFactorsInd,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value,Women,15
01/05/2019,31/05/2019,ComplexSocialFactorsInd,Local Maternity System,E54000019,Herefordshire and Worcestershire,N,Women,595
01/05/2019,31/05/2019,ComplexSocialFactorsInd,Local Maternity System,E54000019,Herefordshire and Worcestershire,Y,Women,50
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Elective caesarean section,Women,70
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Emergency caesarean section,Women,100
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Instrumental,Women,30
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value/Value outside reporting parameters,Women,5
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Other,Women,20
01/05/2019,31/05/2019,DeliveryMethodBabyGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Spontaneous,Women,305
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,01 - Most deprived,Women,35
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,2,Women,75
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,3,Women,45
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,4,Women,80
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,5,Women,110
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,6,Women,70
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,7,Women,60
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,8,Women,75
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,9,Women,45
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,10 - Least deprived,Women,50
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value / Value outside reporting parameters,Women,5
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000019,Herefordshire and Worcestershire,"Resident Elsewhere in UK, Channel Islands or Isle of Man",Women,5
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Any other ethnic group,Women,85
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Asian or Asian British,Women,25
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Black or Black British,Women,5
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value / Value outside reporting parameters,Women,30
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Mixed,Women,15
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Not Stated,Women,10
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,White,Women,495
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000019,Herefordshire and Worcestershire,Has been taking prior to becoming pregnant,Women,10
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value/Value outside reporting parameters,Women,20
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000019,Herefordshire and Worcestershire,Not Stated (Person asked but declined to provide a response),Women,495
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000019,Herefordshire and Worcestershire,Not taking folic acid supplement,Women,5
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000019,Herefordshire and Worcestershire,Started taking once pregnancy confirmed,Women,130
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,0 to 70 days,Women,285
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,141+ days,Women,40
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,71 to 90 days,Women,230
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,91 to 140 days,Women,110
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,27 weeks and under,Babies,5
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,28 to 31 weeks,Babies,5
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,32 to 33 weeks,Babies,5
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,34 to 36 weeks,Babies,55
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,37 weeks,Babies,65
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,38 weeks,Babies,100
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,39 weeks,Babies,125
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,40 weeks,Babies,115
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,41 weeks,Babies,60
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,42 weeks,Babies,10
01/05/2019,31/05/2019,GestationLengthBirth,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value / Value outside reporting parameters,Babies,5
01/05/2019,31/05/2019,GestationLengthBirthGroup37,Local Maternity System,E54000019,Herefordshire and Worcestershire,<37 weeks,Babies,70
01/05/2019,31/05/2019,GestationLengthBirthGroup37,Local Maternity System,E54000019,Herefordshire and Worcestershire,>=37 weeks,Babies,475
01/05/2019,31/05/2019,GestationLengthBirthGroup37,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value / Value outside reporting parameters,Babies,5
01/05/2019,31/05/2019,PCP_Antenatal,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,200
01/05/2019,31/05/2019,PCP_Any_Pathways,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,210
01/05/2019,31/05/2019,PCP_Birth,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,5
01/05/2019,31/05/2019,PCP_Postpartum,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000019,Herefordshire and Worcestershire,Home (NHS care),Babies,15
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000019,Herefordshire and Worcestershire,NHS Alongside midwifery unit,Babies,5
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000019,Herefordshire and Worcestershire,NHS Freestanding midwifery unit (FMU),Babies,50
01/05/2019,31/05/2019,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000019,Herefordshire and Worcestershire,NHS Obstetric unit (including theatre),Babies,485
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,At least one Caesarean,Women,100
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,"At least one Previous Birth, zero Caesareans",Women,275
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,Zero Previous Births,Women,290
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,1,Women,235
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,2,Women,85
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,3,Women,25
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,4,Women,15
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,5+,Women,10
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000019,Herefordshire and Worcestershire,No previous live births,Women,290
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,Local Maternity System,E54000019,Herefordshire and Worcestershire,Missing Value / Value outside reporting parameters,Babies,105
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,Local Maternity System,E54000019,Herefordshire and Worcestershire,N,Babies,35
01/05/2019,31/05/2019,SkinToSkinContact1HourTerm,Local Maternity System,E54000019,Herefordshire and Worcestershire,Y,Babies,405
01/05/2019,31/05/2019,TotalBabies,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Babies,545
01/05/2019,31/05/2019,TotalBookings,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,660
01/05/2019,31/05/2019,TotalDeliveries,Local Maternity System,E54000019,Herefordshire and Worcestershire,,Women,530
01/05/2019,31/05/2019,AgeAtBookingMotherAvg,Local Maternity System,E54000020,Northamptonshire,,Average over women,29
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000020,Northamptonshire,20 to 24,Women,140
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000020,Northamptonshire,25 to 29,Women,275
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000020,Northamptonshire,30 to 34,Women,230
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000020,Northamptonshire,35 to 39,Women,140
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000020,Northamptonshire,40 to 44,Women,25
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000020,Northamptonshire,45 or Over,Women,5
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000020,Northamptonshire,Under 20,Women,35
01/05/2019,31/05/2019,ComplexSocialFactorsInd,Local Maternity System,E54000020,Northamptonshire,Y,Women,850
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,01 - Most deprived,Women,90
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,2,Women,125
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,3,Women,115
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,4,Women,70
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,5,Women,55
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,6,Women,55
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,7,Women,65
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,8,Women,95
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,9,Women,110
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,10 - Least deprived,Women,70
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000020,Northamptonshire,Missing Value / Value outside reporting parameters,Women,5
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000020,Northamptonshire,Any other ethnic group,Women,10
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000020,Northamptonshire,Asian or Asian British,Women,50
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000020,Northamptonshire,Black or Black British,Women,35
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000020,Northamptonshire,Mixed,Women,25
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000020,Northamptonshire,Not Stated,Women,80
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000020,Northamptonshire,White,Women,660
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000020,Northamptonshire,Has been taking prior to becoming pregnant,Women,185
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000020,Northamptonshire,Missing Value/Value outside reporting parameters,Women,125
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000020,Northamptonshire,Not Stated (Person asked but declined to provide a response),Women,10
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000020,Northamptonshire,Not taking folic acid supplement,Women,90
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000020,Northamptonshire,Started taking once pregnancy confirmed,Women,470
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000020,Northamptonshire,0 to 70 days,Women,530
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000020,Northamptonshire,141+ days,Women,40
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000020,Northamptonshire,71 to 90 days,Women,225
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000020,Northamptonshire,91 to 140 days,Women,55
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000020,Northamptonshire,Missing Value / Value outside reporting parameters,Women,5
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000020,Northamptonshire,At least one Caesarean,Women,140
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000020,Northamptonshire,"At least one Previous Birth, zero Caesareans",Women,340
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000020,Northamptonshire,Zero Previous Births,Women,370
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000020,Northamptonshire,1,Women,295
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000020,Northamptonshire,2,Women,125
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000020,Northamptonshire,3,Women,35
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000020,Northamptonshire,4,Women,10
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000020,Northamptonshire,5+,Women,15
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000020,Northamptonshire,Missing Value / Value outside reporting parameters,Women,5
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000020,Northamptonshire,No previous live births,Women,370
01/05/2019,31/05/2019,TotalBookings,Local Maternity System,E54000020,Northamptonshire,,Women,850
01/05/2019,31/05/2019,AgeAtBookingMotherAvg,Local Maternity System,E54000021,Cambridgeshire and Peterborough,,Average over women,30
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,20 to 24,Women,125
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,25 to 29,Women,295
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,30 to 34,Women,350
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,35 to 39,Women,190
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,40 to 44,Women,40
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,45 or Over,Women,5
01/05/2019,31/05/2019,AgeAtBookingMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Under 20,Women,25
01/05/2019,31/05/2019,ComplexSocialFactorsInd,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Missing Value,Women,135
01/05/2019,31/05/2019,ComplexSocialFactorsInd,Local Maternity System,E54000021,Cambridgeshire and Peterborough,N,Women,805
01/05/2019,31/05/2019,ComplexSocialFactorsInd,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Y,Women,95
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,01 - Most deprived,Women,40
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,2,Women,60
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,3,Women,55
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,4,Women,85
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,5,Women,105
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,6,Women,135
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,7,Women,110
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,8,Women,160
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,9,Women,145
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,10 - Least deprived,Women,135
01/05/2019,31/05/2019,DeprivationDecileAtBooking,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Missing Value / Value outside reporting parameters,Women,5
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Any other ethnic group,Women,5
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Asian or Asian British,Women,25
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Black or Black British,Women,5
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Missing Value / Value outside reporting parameters,Women,285
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Mixed,Women,10
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Not Stated,Women,190
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Not known,Women,85
01/05/2019,31/05/2019,EthnicCategoryMotherGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,White,Women,420
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Has been taking prior to becoming pregnant,Women,75
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Missing Value/Value outside reporting parameters,Women,660
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Not Stated (Person asked but declined to provide a response),Women,5
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Not taking folic acid supplement,Women,35
01/05/2019,31/05/2019,FolicAcidSupplement,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Started taking once pregnancy confirmed,Women,265
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,0 to 70 days,Women,665
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,141+ days,Women,115
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,71 to 90 days,Women,145
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,91 to 140 days,Women,95
01/05/2019,31/05/2019,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Missing Value / Value outside reporting parameters,Women,10
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,At least one Caesarean,Women,115
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,"At least one Previous Birth, zero Caesareans",Women,295
01/05/2019,31/05/2019,PreviousCaesareanSectionsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Zero Previous Births,Women,630
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,1,Women,255
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,2,Women,95
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,3,Women,35
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,4,Women,15
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,5+,Women,10
01/05/2019,31/05/2019,PreviousLiveBirthsGroup,Local Maternity System,E54000021,Cambridgeshire and Peterborough,Missing Value / Value outside reporting parameters,Women,130
