ReportingPeriodStartDate,ReportingPeriodEndDate,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Final_value
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,91 to 140 days,Women,1255.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,55.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,27 weeks and under,Babies,25.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,28 to 31 weeks,Babies,50.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,32 to 33 weeks,Babies,70.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,34 to 36 weeks,Babies,320.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,37 weeks,Babies,480.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,38 weeks,Babies,920.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,39 weeks,Babies,1705.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,40 weeks,Babies,1665.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,41 weeks,Babies,985.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,42 weeks,Babies,145.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,43 weeks and over,Babies,10.0
2019-06-01,2019-06-30,GestationLengthBirth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,180.0
2019-06-01,2019-06-30,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,<37 weeks,Babies,465.0
2019-06-01,2019-06-30,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,>=37 weeks,Babies,5905.0
2019-06-01,2019-06-30,GestationLengthBirthGroup37,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,180.0
2019-06-01,2019-06-30,PCP_Antenatal,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,2140.0
2019-06-01,2019-06-30,PCP_Any_Pathways,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,3685.0
2019-06-01,2019-06-30,PCP_Birth,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,1300.0
2019-06-01,2019-06-30,PCP_Postpartum,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,880.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Home (NHS care),Babies,135.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,In transit (with NHS ambulance services),Babies,5.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,In transit (without healthcare services present),Babies,5.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Maternity assessment or triage unit/ area,Babies,380.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,735.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Alongside midwifery unit,Babies,695.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Freestanding midwifery unit (FMU),Babies,25.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS Obstetric unit (including theatre),Babies,4525.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,NHS ward/health care setting without delivery facilities,Babies,5.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Not known (not recorded),Babies,15.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Other (not listed),Babies,30.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Private hospital,Babies,5.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,At least one Caesarean,Women,1470.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"At least one Previous Birth, zero Caesareans",Women,3050.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,240.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Zero Previous Births,Women,6450.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,1,Women,2905.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,2,Women,1030.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,3,Women,370.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,4,Women,150.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,5+,Women,130.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Women,2500.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,NHS England (Region),Y56,LONDON COMMISSIONING REGION,No previous live births,Women,4135.0
2019-06-01,2019-06-30,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,1650.0
2019-06-01,2019-06-30,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,N,Babies,1660.0
2019-06-01,2019-06-30,SkinToSkinContact1HourTerm,NHS England (Region),Y56,LONDON COMMISSIONING REGION,Y,Babies,3245.0
2019-06-01,2019-06-30,TotalBabies,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Babies,6550.0
2019-06-01,2019-06-30,TotalBookings,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,11205.0
2019-06-01,2019-06-30,TotalDeliveries,NHS England (Region),Y56,LONDON COMMISSIONING REGION,"",Women,6455.0
2019-06-01,2019-06-30,AgeAtBookingMotherAvg,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,"",Average over women,30.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,20 to 24,Women,615.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,25 to 29,Women,1165.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,30 to 34,Women,1340.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,35 to 39,Women,730.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,40 to 44,Women,155.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,45 or Over,Women,15.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Under 20,Women,180.0
2019-06-01,2019-06-30,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Maternal or Donor Breast Milk,Babies,1385.0
2019-06-01,2019-06-30,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Missing Value / Value outside reporting parameters,Babies,480.0
2019-06-01,2019-06-30,BabyFirstFeedBreastMilkStatus,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Not Breast Milk,Babies,415.0
2019-06-01,2019-06-30,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Missing Value,Women,190.0
2019-06-01,2019-06-30,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,N,Women,2905.0
2019-06-01,2019-06-30,ComplexSocialFactorsInd,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Y,Women,1185.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Elective caesarean section,Women,295.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Emergency caesarean section,Women,280.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Instrumental,Women,255.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Missing Value/Value outside reporting parameters,Women,5.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Other,Women,10.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,Spontaneous,Women,1415.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,01 - Most deprived,Women,285.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,02,Women,345.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,03,Women,385.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,04,Women,495.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,05,Women,540.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,06,Women,525.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,NHS England (Region),Y58,SOUTH WEST COMMISSIONING REGION,07,Women,440.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000016,The Black Country and West Birmingham,Pseudo postcode recorded (includes no fixed abode or resident overseas),Women,5.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Any other ethnic group,Women,75.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Asian or Asian British,Women,335.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Black or Black British,Women,160.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Missing Value / Value outside reporting parameters,Women,105.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Mixed,Women,75.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Not Stated,Women,245.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Not known,Women,25.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,White,Women,935.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000016,The Black Country and West Birmingham,Has been taking prior to becoming pregnant,Women,125.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000016,The Black Country and West Birmingham,Missing Value/Value outside reporting parameters,Women,545.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000016,The Black Country and West Birmingham,Not Stated (Person asked but declined to provide a response),Women,5.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000016,The Black Country and West Birmingham,Not taking folic acid supplement,Women,215.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000016,The Black Country and West Birmingham,Started taking once pregnancy confirmed,Women,1145.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,0 to 70 days,Women,1170.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,141+ days,Women,160.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,71 to 90 days,Women,415.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,91 to 140 days,Women,180.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Missing Value / Value outside reporting parameters,Women,5.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,27 weeks and under,Babies,5.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,28 to 31 weeks,Babies,10.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,32 to 33 weeks,Babies,10.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,34 to 36 weeks,Babies,80.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,37 weeks,Babies,120.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,38 weeks,Babies,220.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,39 weeks,Babies,330.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,40 weeks,Babies,330.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,41 weeks,Babies,145.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000016,The Black Country and West Birmingham,42 weeks,Babies,25.0
2019-06-01,2019-06-30,GestationLengthBirthGroup37,Local Maternity System,E54000016,The Black Country and West Birmingham,<37 weeks,Babies,105.0
2019-06-01,2019-06-30,GestationLengthBirthGroup37,Local Maternity System,E54000016,The Black Country and West Birmingham,>=37 weeks,Babies,1170.0
2019-06-01,2019-06-30,PCP_Antenatal,Local Maternity System,E54000016,The Black Country and West Birmingham,"",Women,1685.0
2019-06-01,2019-06-30,PCP_Any_Pathways,Local Maternity System,E54000016,The Black Country and West Birmingham,"",Women,1720.0
2019-06-01,2019-06-30,PCP_Birth,Local Maternity System,E54000016,The Black Country and West Birmingham,"",Women,10.0
2019-06-01,2019-06-30,PCP_Postpartum,Local Maternity System,E54000016,The Black Country and West Birmingham,"",Women,30.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000016,The Black Country and West Birmingham,Home (NHS care),Babies,5.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000016,The Black Country and West Birmingham,NHS Alongside midwifery unit,Babies,105.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000016,The Black Country and West Birmingham,NHS Obstetric unit (including theatre),Babies,1155.0
2019-06-01,2019-06-30,PlaceTypeActualDeliveryMidwifery,Local Maternity System,E54000016,The Black Country and West Birmingham,Not known (not recorded),Babies,10.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,At least one Caesarean,Women,305.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,"At least one Previous Birth, zero Caesareans",Women,800.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Missing Value / Value outside reporting parameters,Women,5.0
2019-06-01,2019-06-30,PreviousCaesareanSectionsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Zero Previous Births,Women,810.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,1,Women,575.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,2,Women,320.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,3,Women,115.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,4,Women,50.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,5+,Women,40.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,Missing Value / Value outside reporting parameters,Women,25.0
2019-06-01,2019-06-30,PreviousLiveBirthsGroup,Local Maternity System,E54000016,The Black Country and West Birmingham,No previous live births,Women,790.0
2019-06-01,2019-06-30,SkinToSkinContact1HourTerm,Local Maternity System,E54000016,The Black Country and West Birmingham,Missing Value / Value outside reporting parameters,Babies,410.0
2019-06-01,2019-06-30,SkinToSkinContact1HourTerm,Local Maternity System,E54000016,The Black Country and West Birmingham,N,Babies,275.0
2019-06-01,2019-06-30,SkinToSkinContact1HourTerm,Local Maternity System,E54000016,The Black Country and West Birmingham,Y,Babies,585.0
2019-06-01,2019-06-30,TotalBabies,Local Maternity System,E54000016,The Black Country and West Birmingham,"",Babies,1270.0
2019-06-01,2019-06-30,TotalBookings,Local Maternity System,E54000016,The Black Country and West Birmingham,"",Women,1900.0
2019-06-01,2019-06-30,TotalDeliveries,Local Maternity System,E54000016,The Black Country and West Birmingham,"",Women,1255.0
2019-06-01,2019-06-30,AgeAtBookingMotherAvg,Local Maternity System,E54000017,Birmingham and Solihull,"",Average over women,30.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,20 to 24,Women,230.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,25 to 29,Women,450.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,30 to 34,Women,445.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,35 to 39,Women,240.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,40 to 44,Women,65.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,45 or Over,Women,5.0
2019-06-01,2019-06-30,AgeAtBookingMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,Under 20,Women,50.0
2019-06-01,2019-06-30,BabyFirstFeedBreastMilkStatus,Local Maternity System,E54000017,Birmingham and Solihull,Maternal or Donor Breast Milk,Babies,790.0
2019-06-01,2019-06-30,BabyFirstFeedBreastMilkStatus,Local Maternity System,E54000017,Birmingham and Solihull,Missing Value / Value outside reporting parameters,Babies,100.0
2019-06-01,2019-06-30,BabyFirstFeedBreastMilkStatus,Local Maternity System,E54000017,Birmingham and Solihull,Not Breast Milk,Babies,370.0
2019-06-01,2019-06-30,CCP_Antenatal,Local Maternity System,E54000017,Birmingham and Solihull,"",Women,1225.0
2019-06-01,2019-06-30,CCP_Any_Pathways,Local Maternity System,E54000017,Birmingham and Solihull,"",Women,1265.0
2019-06-01,2019-06-30,CCP_Birth,Local Maternity System,E54000017,Birmingham and Solihull,"",Women,10.0
2019-06-01,2019-06-30,CCP_Postpartum,Local Maternity System,E54000017,Birmingham and Solihull,"",Women,30.0
2019-06-01,2019-06-30,ComplexSocialFactorsInd,Local Maternity System,E54000017,Birmingham and Solihull,Missing Value,Women,10.0
2019-06-01,2019-06-30,ComplexSocialFactorsInd,Local Maternity System,E54000017,Birmingham and Solihull,N,Women,1250.0
2019-06-01,2019-06-30,ComplexSocialFactorsInd,Local Maternity System,E54000017,Birmingham and Solihull,Y,Women,230.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,Local Maternity System,E54000017,Birmingham and Solihull,Elective caesarean section,Women,140.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,Local Maternity System,E54000017,Birmingham and Solihull,Emergency caesarean section,Women,230.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,Local Maternity System,E54000017,Birmingham and Solihull,Instrumental,Women,60.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,Local Maternity System,E54000017,Birmingham and Solihull,Missing Value/Value outside reporting parameters,Women,130.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,Local Maternity System,E54000017,Birmingham and Solihull,Other,Women,5.0
2019-06-01,2019-06-30,DeliveryMethodBabyGroup,Local Maternity System,E54000017,Birmingham and Solihull,Spontaneous,Women,670.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,01 - Most deprived,Women,550.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,02,Women,225.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,03,Women,130.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,04,Women,95.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,05,Women,115.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,06,Women,90.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,07,Women,100.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,08,Women,55.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,09,Women,55.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,10 - Least deprived,Women,65.0
2019-06-01,2019-06-30,DeprivationDecileAtBooking,Local Maternity System,E54000017,Birmingham and Solihull,Missing Value / Value outside reporting parameters,Women,5.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,Any other ethnic group,Women,115.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,Asian or Asian British,Women,370.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,Black or Black British,Women,95.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,Missing Value / Value outside reporting parameters,Women,75.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,Mixed,Women,45.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,Not Stated,Women,80.0
2019-06-01,2019-06-30,EthnicCategoryMotherGroup,Local Maternity System,E54000017,Birmingham and Solihull,White,Women,705.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000017,Birmingham and Solihull,Has been taking prior to becoming pregnant,Women,150.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000017,Birmingham and Solihull,Missing Value/Value outside reporting parameters,Women,115.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000017,Birmingham and Solihull,Not Stated (Person asked but declined to provide a response),Women,20.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000017,Birmingham and Solihull,Not taking folic acid supplement,Women,110.0
2019-06-01,2019-06-30,FolicAcidSupplement,Local Maternity System,E54000017,Birmingham and Solihull,Started taking once pregnancy confirmed,Women,1095.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000017,Birmingham and Solihull,0 to 70 days,Women,780.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000017,Birmingham and Solihull,141+ days,Women,95.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000017,Birmingham and Solihull,71 to 90 days,Women,400.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000017,Birmingham and Solihull,91 to 140 days,Women,195.0
2019-06-01,2019-06-30,GestAgeFormalAntenatalBookingGroup,Local Maternity System,E54000017,Birmingham and Solihull,Missing Value / Value outside reporting parameters,Women,20.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,27 weeks and under,Babies,10.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,28 to 31 weeks,Babies,10.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,32 to 33 weeks,Babies,20.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,34 to 36 weeks,Babies,80.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,37 weeks,Babies,155.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,38 weeks,Babies,195.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,39 weeks,Babies,350.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,40 weeks,Babies,290.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,41 weeks,Babies,135.0
2019-06-01,2019-06-30,GestationLengthBirth,Local Maternity System,E54000017,Birmingham and Solihull,42 weeks,Babies,10.0
2019-06-01,2019-06-30,GestationLengthBirthGroup37,Local Maternity System,E54000017,Birmingham and Solihull,<37 weeks,Babies,125.0
2019-06-01,2019-06-30,GestationLengthBirthGroup37,Local Maternity System,E54000017,Birmingham and Solihull,>=37 weeks,Babies,1135.0
2019-06-01,2019-06-30,PCP_Antenatal,Local Maternity System,E54000017,Birmingham and Solihull,"",Women,1920.0
